b,20,0.506980202034,-0.00958125547597,-0.00713467329081
a,20,0.57307673174,-0.0371145708733,0.0
b,13,-0.537032117145,1.03616774797,-0.0122745520285
a,13,-0.500337263616,0.984700609006,0.0
b,19,-0.513181338426,0.00740835794617,0.000621217986259
a,19,-0.437362027369,-0.044956186119,0.0
b,15,0.470287785227,0.945833693901,0.0145211303063
a,15,0.470999488652,0.974710483068,0.0
b,14,-0.530405306325,0.899002965103,0.00334144421356
a,14,-0.500657635616,0.87073377034,0.0
b,18,0.0196999383034,1.15002567277,-0.0630821528483
a,18,0.085583997167,1.03718163769,0.0
b,16,0.480422778548,0.873080110588,-0.00285095609816
a,16,0.499684963776,0.871699571484,0.0
b,14,-0.531008626765,0.901914843442,0.00180639556341
a,14,-0.500057236084,0.871127584011,0.0
b,15,0.46332976401,0.924465417134,0.0243009477692
a,15,0.45669489325,0.968916987911,0.0
b,19,-0.513406146259,0.00792805670781,0.000418915191031
a,19,-0.437432439537,-0.0447706956565,0.0
b,20,0.507862850719,-0.00898498269535,-0.00816505887369
a,20,0.574812530924,-0.0381911352081,0.0
b,16,0.477492404506,0.863804032189,0.00147759345712
a,16,0.493491503624,0.869326590377,0.0
b,13,-0.540821232468,1.05283258234,-0.0191608166971
a,13,-0.498885824872,0.9901104625,0.0
b,15,0.486818254269,1.00127409085,-0.0106799587905
a,15,0.506466071511,0.989973274368,0.0
b,20,0.507952671769,-0.00856263433249,-0.00859455913339
a,20,0.575254119242,-0.0384725472731,0.0
b,14,-0.5313259717,0.903671890779,0.000966256575839
a,14,-0.499724058839,0.87151066538,0.0
b,19,-0.514415173669,0.00958401736055,-0.00135862602521
a,19,-0.43695765651,-0.0460810666594,0.0
b,16,0.479012580202,0.868529300411,-0.000953737355594
a,16,0.496870613831,0.870158717862,0.0
b,13,-0.539634806816,1.04874599393,-0.0171130632347
a,13,-0.499301663537,0.989392663317,0.0
b,20,0.507866012723,-0.0088339182273,-0.00856105585558
a,20,0.575153133069,-0.0386973134064,0.0
b,19,-0.513605825901,0.00780095416703,0.000836753481166
a,19,-0.437986431497,-0.0442109175005,0.0
b,14,-0.531074275266,0.902133798769,0.00214895505103
a,14,-0.500430973406,0.871920659233,0.0
b,16,0.482437612186,0.879294382703,-0.00669778948287
a,16,0.504709888451,0.871710951019,0.0
b,13,-0.539257208143,1.04656848247,-0.0161464947728
a,13,-0.499664993732,0.988792812835,0.0
b,15,0.470258128586,0.944328137264,0.0140831750709
a,15,0.471426122142,0.972438908905,0.0
b,19,-0.514293693324,0.00899144743853,-0.000225470825692
