ID,x,y,z(position),x,y,z,w(orientation)
19,-0.593797608592,-0.118632876834,0.0485303478824,0.482980679681,0.702710707768,-0.522424467501,0.0
14,-0.00379482900954,0.231316678744,-0.028968422869,0.999966502321,-0.00491771739688,0.00654295743328,0.0
16,0.32032641421,0.0967222160658,-0.00418422244839,0.869166118925,-0.390648981454,0.303222081984,0.0
13,0.00408234424884,-0.211784994475,0.011244751058,0.999949944606,0.00485303652807,-0.00874964677398,0.0
19,-0.59342231085,-0.119185764324,0.0496347049827,0.483067775196,0.702058583783,-0.523220096616,0.0
17,0.542205278433,-0.186761081684,0.0262791441763,0.518643733092,-0.704390120384,0.48460626949,0.0
14,-0.00406988587192,0.235742143468,-0.0334162012788,0.999969046173,-0.00783460241974,-0.000725052439758,0.0
13,0.00422688270559,-0.211627522904,0.0108799107677,0.999951486188,0.00672051225138,-0.00720138777858,0.0
17,0.542335027703,-0.186757101604,0.0261920011245,0.517314370837,-0.704668118422,0.48562195647,0.0
19,-0.59293118782,-0.120000413914,0.0508766613825,0.484381247452,0.702952297756,-0.520800224843,0.0
14,-0.0038991387613,0.23520976962,-0.0331012004209,0.999922382937,-0.0111773853344,-0.00550401288909,0.0
18,-0.345104255361,0.113056872002,0.0309111637219,0.84175844073,0.418105685403,-0.3415118787,0.0
13,0.00422005859433,-0.212543831617,0.0123294585693,0.999904012295,0.00381513223022,-0.0133195706422,0.0
19,-0.592824853378,-0.122135117661,0.0532174711513,0.482024981627,0.70297404683,-0.522952585394,0.0
17,0.541931180931,-0.187993742705,0.0286695695054,0.522309729325,-0.705953241672,0.478354018719,0.0
14,-0.00459307402825,0.232955543152,-0.0307866822237,0.999942259175,-0.0098402840393,-0.00431823187608,0.0
13,0.00458416848623,-0.215840251729,0.0172931569574,0.999825361429,0.00443836550737,-0.0181534447401,0.0
18,-0.345354585879,0.112465259296,0.031558733064,0.838929943117,0.417559463582,-0.349056793251,0.0
