ID,xp,yp,zp,xo,yo,zo,wo,xori,yori,zori,xoori,yoori,zoori,woori
15,0.184376895998,1.25703230987,-0.0541956961451,0.999810907675,-0.0154900755077,0.0117561241148,0.0,0.0829751462909,-0.599478745285,1.78645849169,0.925393690978,-0.00110342454571,0.00289586535119,0.378994608295
15,0.184230330872,1.25381603291,-0.0528466440076,0.99983231012,-0.0137835202247,0.0120567910767,0.0,0.082730265372,-0.59837185873,1.78319760773,0.924967536521,-0.00181502226009,0.00258786184485,0.380032978894
15,0.18447887066,1.25784922597,-0.0555933977125,0.999786247121,-0.0142101972909,0.0150176682532,0.0,0.0828682662785,-0.599892854525,1.78741959385,0.925419707841,-0.000979620614302,0.00143298753824,0.378939772562
15,0.184184800199,1.25543136916,-0.0538503264328,0.999771654384,-0.014703607571,0.0155062250496,0.0,0.0829252388789,-0.599049560943,1.78464858493,0.925631150951,-0.000629694886223,0.00109444338398,0.378424864494
15,0.183658927619,1.25440884772,-0.0527756416322,0.999815111394,-0.0144307128536,0.0127081688236,0.0,0.0826222735587,-0.598502855189,1.78336108596,0.925250686998,-0.00134590561645,0.00208128562889,0.379348155389
15,0.184655334767,1.26115870202,-0.0558453186912,0.999718206612,-0.0149126013604,0.0184694799529,0.0,0.083343467208,-0.600797624531,1.79058251568,0.925284101395,0.000124668779639,-0.000159481570845,0.379274690336
15,0.184766312744,1.25948627129,-0.0553804023387,0.99974045452,-0.014275871723,0.0177545229046,0.0,0.0831945942268,-0.600278981708,1.78889954552,0.92532862267,-0.00024613965261,0.000478929990039,0.379165729079
15,0.184219477388,1.25478537079,-0.0531161341733,0.999774490759,-0.0150398011861,0.0149923983396,0.0,0.0827094925994,-0.598676381731,1.78389048341,0.925092553292,-0.000454210395362,0.00196100111753,0.379736376991
15,0.184218065557,1.25320158805,-0.0525478107336,0.999822798841,-0.0140883342446,0.0124855819509,0.0,0.0827470212056,-0.597986735367,1.78235609728,0.924548104429,-0.00139028588658,0.00291896401584,0.38105163607
15,0.18462273026,1.25604454674,-0.0518079745252,0.999741662961,-0.0157766142359,0.0163617169812,0.0,0.082943578237,-0.599020953601,1.78507736728,0.924807563842,-8.8044476444e-05,0.0010854078193,0.380433678843
15,0.184357370747,1.2530216026,-0.0509870604717,0.999832853746,-0.014260978999,0.0114406751489,0.0,0.0826753449288,-0.597988336521,1.78199341294,0.924743403307,-0.00177785332537,0.00308304959782,0.380574528947
15,0.185000995003,1.2611955073,-0.0556940530688,0.99984709032,-0.0126699556486,0.0120527259524,0.0,0.0831689923797,-0.600981510015,1.7905595646,0.925700581929,-0.00238022818946,0.0024238036357,0.378241843675
15,0.184189329692,1.25539410867,-0.0536855347293,0.999847555011,-0.0128743733597,0.0117947975786,0.0,0.0828425547728,-0.598845188131,1.78459891088,0.925028132169,-0.00228051337992,0.00235407063727,0.379884472316
15,0.184686471642,1.26169392831,-0.0566158302309,0.999775149948,-0.0148234074101,0.0151629858106,0.0,0.0831874239484,-0.601114085252,1.79117573994,0.925822930399,-0.000712991931263,0.00120273789704,0.377954953151
15,0.183624443893,1.25336823288,-0.0520535153049,0.999893232444,-0.0112241407037,0.0093564084247,0.0,0.0825329307701,-0.598150514249,1.78238762633,0.92495484354,-0.00359784291691,0.00281031578257,0.380049595531
15,0.184086938201,1.25534589588,-0.0530986062042,0.999824844098,-0.0140587647362,0.012354442833,0.0,0.0828154617045,-0.598812405359,1.78443693302,0.925170142201,-0.00171550368768,0.00212013760489,0.37954284349
