PC,R,387,-199,1388,2276,C,170,-782,E
PC,R,391,-181,1480,2270,C,168,-783,E
PC,R,391,-171,1512,2269,C,169,-781,E
PC,R,393,-156,1552,2265,C,169,-780,E
PC,R,393,-151,1564,2265,C,168,-780,E
PC,R,393,-144,1583,2265,C,166,-782,E
PC,R,394,-131,1588,2260,C,167,-784,E
PC,R,394,-125,1593,2258,C,166,-788,E
PC,R,395,-112,1613,2254,C,166,-786,E
PC,R,394,-108,1625,2256,C,172,-783,E
PC,R,396,-95,1645,2253,C,171,-783,E
PC,R,395,-91,1649,2252,C,169,-781,E
PC,R,395,-78,1665,2249,C,166,-783,E
PC,R,394,-66,1680,2247,C,168,-782,E
PC,R,394,-54,1693,2248,C,169,-780,E
PC,R,393,-40,1722,2246,C,173,-779,E
PC,R,393,-26,1760,2243,C,178,-779,E
PC,R,391,-23,1771,2243,C,176,-781,E
PC,R,390,-17,1782,2240,C,169,-784,E
PC,R,387,-5,1793,2239,C,170,-781,E
PC,R,387,8,1790,2240,C,175,-778,E
PC,R,383,18,1769,2238,C,170,-782,E
PC,R,381,29,1741,2235,C,165,-782,E
PC,R,381,42,1726,2236,C,172,-781,E
PC,R,379,51,1716,2237,C,167,-783,E
PC,R,379,58,1723,2238,C,171,-779,E
PC,R,377,69,1728,2241,C,168,-782,E
PC,R,376,74,1727,2242,C,167,-781,E
PC,R,376,87,1730,2244,C,176,-774,E
PC,R,375,93,1730,2243,C,168,-777,E
PC,R,373,104,1724,2245,C,170,-780,E
PC,R,374,119,1718,2249,C,173,-777,E
PC,R,372,120,1710,2249,C,170,-779,E
PC,R,370,133,1697,2249,C,162,-782,E
PC,R,370,141,1697,2251,C,163,-783,E
PC,R,371,153,1708,2253,C,162,-787,E
PC,R,369,162,1731,2260,C,169,-785,E
PC,R,368,167,1737,2263,C,175,-780,E
PC,R,365,179,1763,2265,C,176,-782,E
PC,R,363,188,1772,2266,C,169,-784,E
PC,R,363,195,1785,2269,C,165,-782,E
PC,R,362,200,1793,2272,C,169,-781,E
PC,R,361,204,1801,2276,C,174,-779,E
PC,R,360,208,1819,2277,C,181,-778,E
PC,R,354,219,1877,2280,C,166,-785,E
PC,R,351,220,1908,2281,C,162,-784,E
PC,R,354,234,2085,2286,C,164,-782,E
PC,R,353,246,1969,2288,C,166,-782,E
PC,R,352,255,2178,2289,C,169,-781,E
PC,R,349,277,2084,2294,C,176,-783,E
PC,R,342,281,2122,2295,C,168,-778,E
PC,R,339,301,2184,2301,C,164,-775,E
PC,C,170,-774,E
PC,R,336,318,2240,2304,C,170,-777,E
PC,C,162,-787,E
PC,R,322,345,2340,2313,C,169,-789,E
PC,R,318,339,2493,2310,C,167,-788,E
PC,R,313,361,2410,2318,C,165,-784,E
PC,R,313,376,2588,2323,C,167,-782,E
PC,R,308,382,2617,2326,C,172,-782,E
PC,R,297,375,2527,2318,C,169,-781,E
PC,R,291,393,2557,2321,C,176,-780,E
PC,R,263,399,2715,2315,C,162,-784,E
PC,R,268,452,2751,2343,C,160,-786,E
PC,R,249,479,2905,2350,C,168,-780,E
PC,R,185,410,-3112,2290,C,169,-784,E
PC,R,169,370,-3068,2270,C,170,-784,E
PC,R,163,379,-3015,2269,C,173,-781,E
PC,R,158,377,-2997,2267,C,171,-780,E
PC,R,156,419,-3007,2280,C,167,-781,E
PC,R,146,402,-2977,2269,C,165,-783,E
PC,R,135,418,-2993,2269,C,164,-783,E
PC,R,121,379,-2987,2250,C,165,-783,E
PC,R,118,423,-2907,2268,C,164,-782,E
PC,R,112,460,-2974,2286,C,164,-786,E
PC,R,106,451,-2891,2280,C,166,-787,E
PC,R,91,434,-2919,2267,C,168,-787,E
PC,R,77,412,-3040,2250,C,164,-788,E
PC,R,73,457,-2955,2276,C,163,-784,E
PC,R,49,403,-3113,2240,C,173,-780,E
PC,R,34,413,-3134,2243,C,163,-782,E
PC,R,5,436,3032,2258,C,163,-780,E
PC,R,-1,414,2967,2245,C,167,-780,E
PC,R,-13,407,2943,2242,C,168,-776,E
PC,R,-19,388,2906,2231,C,161,-782,E
PC,R,-30,391,2885,2232,C,165,-785,E
PC,R,-40,385,2892,2233,C,166,-783,E
PC,R,-46,399,2942,2237,C,162,-782,E
PC,R,-57,410,2989,2247,C,166,-781,E
PC,R,-69,410,3035,2251,C,170,-778,E
PC,R,-75,416,3064,2254,C,169,-778,E
PC,R,-81,412,3073,2254,C,169,-777,E
PC,R,-93,418,3134,2257,C,167,-783,E
PC,R,-103,409,-3106,2253,C,158,-787,E
PC,R,-109,416,-3078,2258,C,162,-782,E
PC,R,-121,411,-3022,2260,C,170,-781,E
PC,R,-127,411,-3019,2260,C,168,-784,E
PC,R,-140,411,-2992,2264,C,170,-783,E
PC,R,-145,409,-2999,2265,C,171,-782,E
PC,R,-161,417,-3038,2273,C,168,-782,E
PC,R,-170,407,-3041,2270,C,169,-784,E
PC,R,-191,404,-3080,2275,C,176,-782,E
PC,R,-203,400,-3090,2276,C,171,-787,E
PC,R,-210,404,-3086,2280,C,173,-784,E
PC,R,-221,398,-3067,2283,C,172,-782,E
PC,R,-234,400,-3014,2291,C,176,-777,E
PC,R,-239,389,-2981,2289,C,180,-777,E
PC,R,-244,384,-2943,2288,C,178,-780,E
PC,R,-252,370,-2878,2286,C,173,-779,E
PC,R,-266,349,-2783,2287,C,171,-778,E
PC,R,-272,353,-2752,2289,C,173,-781,E
PC,R,-280,342,-2698,2286,C,167,-784,E
PC,R,-290,336,-2646,2287,C,165,-787,E
PC,C,164,-789,E
PC,R,-299,330,-2606,2289,C,166,-783,E
PC,C,176,-779,E
PC,C,170,-781,E
PC,C,165,-782,E
PC,R,-328,306,-2483,2292,C,163,-783,E
PC,R,-343,285,-2369,2293,C,164,-783,E
PC,R,-350,276,-2331,2294,C,166,-785,E
PC,R,-354,273,-2313,2296,C,169,-782,E
PC,R,-358,259,-2291,2294,C,170,-780,E
PC,R,-366,253,-2275,2295,C,168,-782,E
PC,R,-370,248,-2257,2297,C,168,-783,E
PC,R,-374,240,-2233,2297,C,165,-782,E
PC,R,-377,233,-2219,2297,C,166,-780,E
PC,R,-387,213,-2151,2297,C,162,-784,E
PC,R,-389,206,-2129,2298,C,164,-782,E
PC,R,-392,202,-2113,2298,C,166,-781,E
PC,R,-404,216,-2087,2299,C,173,-781,E
PC,R,-411,210,-2053,2299,C,168,-783,E
PC,R,-413,202,-2038,2298,C,163,-783,E
PC,R,-416,198,-2014,2297,C,162,-787,E
PC,R,-420,185,-1966,2297,C,164,-786,E
PC,R,-419,171,-1937,2295,C,167,-782,E
PC,R,-420,148,-1867,2296,C,163,-783,E
PC,R,-425,153,-1826,2297,C,167,-780,E
PC,R,-430,145,-1743,2297,C,169,-778,E
PC,R,-432,143,-1705,2296,C,169,-779,E
PC,R,-435,141,-1674,2295,C,167,-779,E
PC,R,-436,131,-1620,2292,C,166,-785,E
PC,R,-437,121,-1592,2289,C,160,-784,E
PC,R,-439,119,-1583,2287,C,162,-781,E
PC,R,-439,104,-1580,2287,C,172,-781,E
PC,R,-440,99,-1562,2288,C,174,-781,E
PC,R,-443,92,-1532,2285,C,171,-781,E
PC,R,-441,76,-1484,2282,C,166,-786,E
PC,R,-441,64,-1425,2277,C,167,-784,E
PC,R,-439,50,-1399,2273,C,164,-788,E
PC,R,-435,24,-1351,2272,C,178,-777,E
PC,R,-435,25,-1352,2267,C,175,-781,E
PC,R,-433,14,-1363,2266,C,171,-784,E
PC,R,-432,7,-1360,2267,C,171,-784,E
PC,R,-431,0,-1344,2262,C,167,-785,E
PC,R,-412,-74,-1222,2259,C,169,-782,E
PC,R,-413,-75,-1270,2252,C,164,-786,E
PC,R,-408,-99,-1362,2251,C,173,-781,E
PC,R,-401,-134,-1365,2263,C,184,-775,E
PC,R,-402,-141,-1358,2260,C,170,-785,E
PC,R,-402,-148,-1341,2259,C,163,-786,E
PC,R,-400,-154,-1340,2261,C,175,-780,E
PC,R,-399,-153,-1345,2259,C,172,-786,E
PC,R,-400,-149,-1358,2260,C,169,-788,E
PC,R,-401,-149,-1360,2262,C,175,-781,E
PC,R,-401,-149,-1364,2261,C,169,-784,E
PC,R,-401,-147,-1371,2258,C,169,-785,E
PC,R,-401,-148,-1372,2260,C,165,-785,E
PC,R,-401,-149,-1372,2261,C,166,-783,E
PC,R,-399,-152,-1391,2263,C,165,-786,E
PC,R,-399,-152,-1394,2264,C,168,-787,E
PC,R,-399,-152,-1401,2262,C,172,-783,E
PC,R,-401,-147,-1415,2258,C,170,-785,E
PC,R,-401,-146,-1426,2257,C,173,-783,E
PC,R,-399,-155,-1454,2262,C,168,-788,E
PC,R,-401,-162,-1465,2260,C,167,-788,E
PC,R,-397,-190,-1431,2276,C,164,-780,E
PC,R,-396,-206,-1402,2282,C,177,-780,E
PC,R,-393,-218,-1388,2286,C,179,-777,E
PC,R,-392,-227,-1396,2293,C,180,-775,E
PC,R,-392,-229,-1408,2293,C,175,-780,E
PC,R,-393,-224,-1451,2288,C,169,-779,E
PC,R,-393,-222,-1469,2286,C,162,-781,E
PC,R,-394,-221,-1476,2286,C,171,-780,E
PC,R,-394,-222,-1476,2287,C,179,-781,E
PC,R,-393,-247,-1474,2299,C,173,-778,E
PC,R,-392,-255,-1467,2301,C,171,-779,E
PC,R,-391,-273,-1444,2311,C,170,-780,E
PC,R,-391,-287,-1433,2316,C,166,-782,E
PC,R,-394,-285,-1464,2311,C,162,-787,E
PC,R,-392,-284,-1483,2314,C,171,-778,E
PC,R,-390,-288,-1496,2322,C,181,-775,E
PC,R,-390,-290,-1506,2319,C,176,-779,E
PC,R,-391,-300,-1519,2324,C,172,-782,E
PC,R,-392,-312,-1519,2330,C,165,-783,E
PC,R,-392,-325,-1522,2336,C,162,-787,E
PC,R,-393,-336,-1508,2342,C,166,-784,E
PC,R,-389,-371,-1472,2368,C,173,-778,E
PC,R,-391,-369,-1504,2366,C,166,-784,E
PC,R,-392,-363,-1547,2357,C,162,-786,E
PC,R,-392,-363,-1544,2359,C,164,-783,E
PC,R,-389,-366,-1538,2366,C,179,-780,E
PC,R,-389,-367,-1537,2365,C,175,-782,E
PC,R,-391,-365,-1541,2361,C,167,-785,E
PC,R,-392,-363,-1545,2359,C,169,-784,E
PC,R,-392,-358,-1589,2354,C,167,-785,E
PC,R,-390,-360,-1599,2358,C,178,-779,E
PC,R,-389,-361,-1603,2358,C,173,-781,E
PC,R,-389,-361,-1611,2356,C,163,-789,E
PC,R,-391,-360,-1616,2355,C,162,-790,E
PC,R,-389,-359,-1624,2357,C,174,-781,E
PC,R,-389,-359,-1628,2358,C,170,-781,E
PC,R,-390,-360,-1642,2358,C,164,-784,E
PC,R,-390,-359,-1646,2356,C,166,-782,E
PC,R,-390,-358,-1653,2354,C,163,-786,E
PC,R,-390,-359,-1654,2355,C,163,-786,E
PC,R,-391,-359,-1659,2356,C,169,-782,E
PC,R,-390,-359,-1659,2356,C,167,-783,E
PC,R,-389,-359,-1663,2358,C,169,-783,E
PC,R,-390,-359,-1663,2357,C,161,-782,E
PC,R,-390,-359,-1664,2357,C,165,-784,E
PC,R,-390,-359,-1664,2356,C,168,-781,E
PC,R,-389,-359,-1663,2358,C,167,-781,E
PC,R,-390,-359,-1663,2359,C,165,-779,E
PC,R,-390,-360,-1664,2361,C,164,-777,E
PC,R,-390,-359,-1665,2358,C,168,-778,E
PC,R,-388,-360,-1662,2360,C,181,-773,E
PC,R,-388,-360,-1662,2360,C,174,-779,E
PC,R,-388,-361,-1667,2359,C,170,-782,E
PC,R,-389,-360,-1666,2358,C,171,-780,E
PC,R,-389,-359,-1666,2357,C,169,-783,E
PC,R,-389,-359,-1668,2356,C,169,-782,E
PC,R,-389,-359,-1669,2357,C,173,-780,E
PC,R,-389,-360,-1669,2358,C,171,-785,E
PC,R,-389,-360,-1667,2356,C,163,-788,E
PC,R,-390,-360,-1667,2355,C,158,-788,E
PC,R,-390,-359,-1670,2356,C,165,-781,E
PC,R,-389,-359,-1668,2359,C,173,-778,E
PC,R,-388,-360,-1667,2359,C,173,-780,E
PC,R,-389,-360,-1668,2359,C,170,-780,E
PC,R,-388,-360,-1668,2360,C,173,-781,E
PC,R,-388,-361,-1669,2360,C,175,-781,E
PC,R,-389,-359,-1673,2357,C,167,-781,E
PC,R,-389,-359,-1675,2356,C,165,-782,E
PC,R,-389,-359,-1682,2357,C,169,-781,E
PC,R,-389,-359,-1684,2358,C,165,-779,E
PC,R,-389,-360,-1683,2359,C,164,-781,E
PC,R,-390,-359,-1675,2357,C,161,-783,E
PC,R,-392,-359,-1657,2355,C,165,-785,E
PC,R,-392,-358,-1646,2353,C,167,-785,E
PC,R,-392,-358,-1649,2354,C,161,-785,E
PC,R,-392,-359,-1650,2355,C,166,-786,E
PC,R,-391,-359,-1651,2356,C,165,-787,E
PC,R,-392,-359,-1651,2355,C,159,-786,E
PC,R,-392,-359,-1653,2355,C,168,-782,E
PC,R,-391,-359,-1651,2356,C,179,-780,E
PC,R,-390,-360,-1648,2357,C,176,-781,E
PC,R,-389,-359,-1650,2358,C,178,-776,E
PC,R,-390,-359,-1649,2357,C,174,-779,E
PC,R,-390,-360,-1661,2356,C,166,-782,E
PC,R,-390,-358,-1669,2354,C,168,-786,E
PC,R,-391,-359,-1673,2357,C,167,-782,E
PC,R,-390,-359,-1673,2358,C,168,-783,E
PC,R,-389,-360,-1674,2358,C,172,-783,E
PC,R,-389,-359,-1674,2357,C,169,-783,E
PC,R,-389,-360,-1675,2360,C,174,-776,E
PC,R,-387,-361,-1675,2361,C,172,-779,E
PC,R,-389,-359,-1680,2357,C,168,-783,E
PC,R,-389,-359,-1680,2358,C,165,-782,E
PC,R,-389,-360,-1680,2360,C,168,-781,E
PC,R,-389,-360,-1679,2361,C,173,-779,E
PC,R,-388,-361,-1679,2362,C,179,-776,E
PC,R,-386,-362,-1676,2360,C,176,-779,E
PC,R,-388,-361,-1679,2361,C,176,-779,E
PC,R,-387,-362,-1679,2361,C,172,-782,E
PC,R,-388,-361,-1679,2360,C,169,-781,E
PC,R,-388,-359,-1685,2357,C,173,-782,E
PC,R,-389,-358,-1685,2357,C,178,-780,E
PC,R,-388,-359,-1685,2357,C,172,-781,E
PC,R,-389,-359,-1686,2357,C,166,-783,E
PC,R,-390,-358,-1689,2357,C,168,-782,E
PC,R,-390,-360,-1665,2357,C,169,-781,E
PC,R,-389,-360,-1661,2357,C,174,-779,E
PC,R,-389,-360,-1660,2356,C,166,-781,E
PC,R,-390,-359,-1665,2357,C,166,-782,E
PC,R,-390,-360,-1663,2358,C,173,-781,E
PC,R,-390,-359,-1664,2356,C,168,-785,E
PC,R,-390,-360,-1664,2358,C,172,-783,E
PC,R,-390,-360,-1662,2358,C,172,-782,E
PC,R,-390,-359,-1663,2358,C,175,-777,E
PC,R,-389,-360,-1663,2360,C,175,-779,E
PC,R,-389,-360,-1663,2358,C,176,-779,E
PC,R,-389,-360,-1664,2359,C,176,-777,E
PC,R,-390,-360,-1665,2358,C,173,-784,E
PC,R,-390,-360,-1667,2358,C,169,-783,E
PC,R,-390,-359,-1670,2359,C,174,-777,E
PC,R,-390,-359,-1671,2359,C,179,-777,E
PC,R,-389,-360,-1669,2360,C,176,-781,E
PC,R,-389,-360,-1671,2357,C,174,-782,E
PC,R,-390,-359,-1673,2357,C,175,-778,E
PC,R,-389,-361,-1674,2360,C,173,-783,E
PC,R,-388,-361,-1674,2360,C,169,-788,E
PC,R,-389,-359,-1684,2359,C,175,-779,E
PC,R,-388,-359,-1684,2359,C,178,-775,E
PC,R,-389,-358,-1691,2356,C,170,-786,E
PC,R,-390,-359,-1689,2356,C,167,-785,E
PC,R,-391,-359,-1674,2358,C,172,-778,E
PC,R,-389,-361,-1662,2361,C,173,-779,E
PC,R,-389,-361,-1662,2361,C,173,-777,E
PC,R,-390,-361,-1668,2358,C,164,-783,E
PC,R,-391,-360,-1671,2356,C,161,-787,E
PC,R,-390,-361,-1666,2359,C,169,-780,E
PC,R,-389,-361,-1665,2361,C,173,-780,E
PC,R,-389,-361,-1665,2361,C,176,-780,E
PC,R,-388,-362,-1664,2361,C,176,-780,E
PC,R,-389,-361,-1668,2359,C,173,-784,E
PC,R,-390,-360,-1670,2357,C,170,-784,E
PC,R,-390,-360,-1673,2359,C,172,-780,E
PC,R,-390,-359,-1674,2359,C,176,-778,E
PC,R,-389,-360,-1675,2358,C,178,-779,E
PC,R,-388,-360,-1676,2358,C,178,-782,E
PC,R,-388,-361,-1678,2359,C,177,-783,E
PC,R,-388,-360,-1680,2360,C,174,-782,E
PC,R,-389,-361,-1680,2361,C,176,-780,E
PC,R,-388,-360,-1682,2359,C,174,-778,E
PC,R,-388,-360,-1687,2357,C,166,-781,E
PC,R,-390,-359,-1689,2356,C,163,-787,E
PC,R,-391,-358,-1692,2356,C,169,-786,E
PC,R,-390,-359,-1691,2357,C,166,-783,E
PC,R,-391,-358,-1694,2357,C,166,-783,E
PC,R,-391,-358,-1695,2358,C,171,-781,E
PC,R,-389,-360,-1682,2360,C,175,-776,E
PC,R,-389,-360,-1674,2358,C,170,-781,E
PC,R,-391,-360,-1662,2355,C,161,-787,E
PC,R,-391,-359,-1662,2354,C,164,-781,E
PC,R,-390,-359,-1663,2357,C,173,-776,E
PC,R,-389,-360,-1664,2358,C,170,-783,E
PC,R,-390,-361,-1667,2357,C,165,-785,E
PC,R,-391,-360,-1665,2355,C,169,-785,E
PC,R,-390,-359,-1664,2354,C,169,-786,E
PC,R,-390,-360,-1668,2357,C,168,-780,E
PC,R,-390,-360,-1667,2358,C,171,-779,E
PC,R,-389,-361,-1665,2359,C,170,-779,E
PC,R,-389,-361,-1666,2358,C,168,-783,E
PC,R,-390,-361,-1666,2358,C,175,-781,E
PC,R,-389,-361,-1664,2357,C,169,-784,E
PC,R,-391,-360,-1666,2356,C,161,-786,E
PC,R,-391,-360,-1667,2357,C,163,-785,E
PC,R,-391,-360,-1666,2356,C,163,-786,E
PC,R,-391,-360,-1664,2356,C,168,-783,E
PC,R,-390,-360,-1666,2357,C,171,-782,E
PC,R,-389,-361,-1668,2359,C,171,-779,E
PC,R,-389,-361,-1667,2359,C,172,-783,E
PC,R,-391,-359,-1676,2357,C,164,-782,E
PC,R,-391,-359,-1677,2358,C,172,-781,E
PC,R,-390,-359,-1676,2355,C,172,-780,E
PC,R,-390,-358,-1676,2354,C,170,-781,E
PC,R,-390,-358,-1674,2356,C,168,-781,E
PC,R,-390,-360,-1659,2357,C,167,-782,E
PC,R,-390,-362,-1646,2357,C,165,-784,E
PC,R,-391,-363,-1627,2357,C,166,-784,E
PC,R,-392,-363,-1607,2358,C,167,-780,E
PC,R,-392,-361,-1611,2358,C,171,-775,E
PC,R,-391,-362,-1611,2358,C,175,-779,E
PC,R,-392,-361,-1611,2358,C,176,-781,E
PC,R,-391,-363,-1610,2361,C,176,-779,E
PC,R,-389,-364,-1617,2361,C,173,-773,E
PC,R,-391,-362,-1631,2355,C,172,-774,E
PC,R,-388,-365,-1639,2364,C,188,-765,E
PC,R,-387,-367,-1644,2368,C,194,-767,E
PC,R,-386,-367,-1665,2370,C,192,-768,E
PC,R,-389,-366,-1671,2368,C,188,-776,E
PC,C,184,-768,E
PC,C,181,-771,E
PC,C,182,-773,E
PC,C,186,-774,E
PC,C,181,-775,E
PC,C,180,-776,E
PC,C,179,-773,E
PC,C,183,-768,E
PC,C,175,-775,E
PC,C,172,-778,E
PC,C,176,-773,E
PC,R,-403,-402,-1249,2403,C,178,-774,E
PC,R,-404,-400,-1145,2403,C,178,-776,E
PC,R,-402,-401,-964,2404,C,184,-771,E
PC,R,-403,-400,-819,2405,C,185,-771,E
PC,C,184,-776,E
PC,R,-407,-398,-576,2401,C,186,-776,E
PC,R,-407,-395,-561,2397,C,185,-775,E
PC,R,-409,-393,-555,2396,C,190,-769,E
PC,R,-409,-395,-528,2404,C,180,-767,E
PC,R,-406,-396,-355,2402,C,196,-763,E
PC,R,-408,-398,-339,2407,C,178,-768,E
PC,R,-410,-397,-337,2405,C,177,-770,E
PC,R,-410,-398,-334,2409,C,184,-772,E
PC,R,-410,-397,-334,2407,C,187,-773,E
PC,R,-409,-397,-331,2406,C,187,-772,E
PC,R,-409,-397,-330,2406,C,184,-772,E
PC,R,-410,-397,-332,2405,C,186,-770,E
PC,R,-410,-396,-333,2405,C,184,-772,E
PC,R,-411,-397,-323,2406,C,188,-771,E
PC,R,-410,-394,-312,2399,C,188,-768,E
PC,R,-409,-395,-319,2400,C,189,-760,E
PC,R,-411,-394,-316,2399,C,181,-768,E
PC,R,-409,-398,-310,2405,C,183,-771,E
PC,C,180,-766,E
PC,C,181,-765,E
PC,C,181,-763,E
PC,C,180,-767,E
PC,C,184,-770,E
PC,C,188,-771,E
PC,C,184,-771,E
PC,C,177,-769,E
PC,C,177,-772,E
PC,C,181,-773,E
PC,C,178,-773,E
PC,C,174,-773,E
PC,C,177,-772,E
PC,C,180,-770,E
PC,C,181,-769,E
PC,C,182,-766,E
PC,C,179,-766,E
PC,C,187,-767,E
PC,C,186,-769,E
PC,C,181,-768,E
PC,C,181,-767,E
PC,C,185,-768,E
PC,C,182,-771,E
PC,C,175,-768,E
PC,C,178,-772,E
PC,C,181,-772,E
PC,C,180,-770,E
PC,C,178,-771,E
PC,C,180,-773,E
PC,C,184,-771,E
PC,C,182,-766,E
PC,C,178,-768,E
PC,C,182,-766,E
PC,C,179,-769,E
PC,C,175,-769,E
PC,C,182,-771,E
PC,C,181,-764,E
PC,R,-401,-402,-439,2402,C,181,-766,E
PC,R,-401,-402,-443,2405,C,181,-768,E
PC,R,-401,-401,-439,2404,C,180,-767,E
PC,R,-401,-401,-438,2401,C,181,-770,E
PC,R,-402,-400,-438,2400,C,180,-771,E
PC,R,-401,-402,-421,2404,C,181,-770,E
PC,R,-401,-402,-412,2403,C,179,-769,E
PC,R,-401,-402,-412,2405,C,182,-767,E
PC,R,-401,-402,-412,2405,C,181,-770,E
PC,R,-403,-402,-411,2404,C,172,-769,E
PC,R,-405,-400,-407,2404,C,177,-768,E
PC,R,-404,-400,-395,2403,C,184,-766,E
PC,R,-404,-399,-391,2402,C,184,-768,E
PC,R,-404,-399,-390,2403,C,180,-771,E
PC,R,-405,-399,-387,2401,C,180,-774,E
PC,R,-402,-401,-394,2404,C,183,-768,E
PC,R,-401,-402,-396,2403,C,181,-769,E
PC,R,-401,-401,-399,2402,C,176,-770,E
PC,R,-400,-403,-398,2404,C,180,-769,E
PC,R,-400,-402,-400,2400,C,179,-770,E
PC,R,-400,-402,-395,2400,C,178,-770,E
PC,R,-402,-401,-398,2400,C,176,-769,E
PC,R,-401,-400,-400,2400,C,188,-764,E
PC,R,-400,-401,-397,2402,C,188,-763,E
PC,R,-400,-400,-394,2402,C,183,-769,E
PC,R,-402,-400,-387,2402,C,184,-769,E
PC,R,-403,-400,-389,2402,C,183,-766,E
PC,R,-405,-400,-381,2406,C,177,-767,E
PC,R,-406,-399,-377,2406,C,176,-769,E
PC,R,-405,-399,-376,2402,C,175,-776,E
PC,R,-403,-404,-377,2409,C,178,-771,E
PC,R,-405,-403,-372,2412,C,180,-768,E
PC,R,-407,-402,-360,2412,C,176,-767,E
PC,R,-405,-406,-342,2414,C,178,-769,E
PC,C,180,-774,E
PC,R,-404,-407,-294,2414,C,182,-771,E
PC,R,-402,-409,-261,2416,C,183,-771,E
PC,R,-402,-408,-225,2416,C,186,-767,E
PC,R,-402,-408,-141,2415,C,178,-770,E
PC,R,-401,-410,-51,2419,C,173,-770,E
PC,R,-401,-412,-10,2422,C,176,-768,E
PC,R,-399,-414,21,2424,C,178,-768,E
PC,R,-400,-414,63,2425,C,178,-769,E
PC,R,-400,-415,72,2428,C,176,-769,E
PC,R,-405,-413,84,2428,C,177,-767,E
PC,R,-416,-401,88,2413,C,175,-768,E
PC,R,-419,-398,111,2409,C,173,-770,E
PC,R,-418,-398,127,2410,C,174,-770,E
PC,R,-418,-397,152,2405,C,178,-769,E
PC,R,-415,-397,199,2407,C,177,-769,E
PC,R,-415,-396,214,2407,C,176,-771,E
