ID,x,y,z(position),x,y,z,w(orientation)
19,-0.588319794518,-0.131773283819,0.0689562878032,0.486891527121,0.707072436422,-0.512820836618,0.0
16,0.31942523302,0.0866317116596,0.00501956289508,0.869420170473,-0.394566625459,0.297364667115,0.0
17,0.545884209238,-0.18862366385,0.026906726695,0.521462630945,-0.702164387768,0.484811197352,0.0
18,-0.345370422398,0.108485369295,0.0361171682747,0.839694430166,0.418734960321,-0.34579516618,0.0
13,0.00517537079887,-0.21866056092,0.0213483192393,0.999788208185,0.00620457809266,-0.0196224867021,0.0
14,-0.00408968547675,0.218488042675,-0.0168550888429,0.999947256351,-0.00896213698412,-0.00501643458953,0.0
15,-0.0134340295803,0.538477867413,-0.0223168319555,0.999987592937,-0.00173291359799,-0.00467022304229,0.0
17,0.545283358599,-0.189978790067,0.0293024981077,0.521894078232,-0.702325675939,0.484112813324,0.0
18,-0.346264094309,0.111018850674,0.0334895574199,0.839143315027,0.418639785275,-0.347245197274,0.0
19,-0.589538426648,-0.130055034186,0.0667174568334,0.481833843538,0.705806299931,-0.519301082417,0.0
16,0.319291908558,0.0860310419983,0.0058797818303,0.869873096188,-0.393867735099,0.296966334416,0.0
14,-0.00392176233881,0.217004335214,-0.0153955295281,0.999940303094,-0.00846055917897,-0.00691441873222,0.0
13,0.00547419536551,-0.217726021054,0.0200051794494,0.999748544762,0.00640276442194,-0.0214907388117,0.0
15,-0.0127633384096,0.536701120726,-0.0206630311183,0.999950601768,-0.00529758766453,-0.0084100885546,0.0
15,-0.0127090776769,0.533516820061,-0.0178487723205,0.999939582623,-0.00442218980481,-0.0100635650768,0.0
19,-0.589596612873,-0.129203577148,0.066050357512,0.482518378197,0.704953891606,-0.519823071258,0.0
17,0.545529157264,-0.189472842242,0.0278380557267,0.520473656404,-0.703341432246,0.484167329212,0.0
16,0.319776163328,0.0875955693277,0.00397324462708,0.869316840205,-0.39400367653,0.298411350684,0.0
14,-0.00374090485541,0.217803472718,-0.0160534529738,0.999923821793,-0.00895976651552,-0.00848959336794,0.0
13,0.00523539361899,-0.216932731794,0.018927691566,0.999833127259,0.00586681587446,-0.0173002343159,0.0
19,-0.590750521282,-0.125979480041,0.0620207038859,0.484005048531,0.703731976559,-0.520096546964,0.0
16,0.319297797899,0.0864949850106,0.00496848190867,0.868514970595,-0.395708953285,0.298489815811,0.0
17,0.545524959654,-0.188507297047,0.0261805071522,0.520357937556,-0.70222240547,0.485912862639,0.0
18,-0.345794252631,0.112391953041,0.0323044147871,0.841411250475,0.416846737657,-0.343898102464,0.0
13,0.00486637683976,-0.216190334363,0.0177758552147,0.999804556953,0.00519757787367,-0.0190744090591,0.0
14,-0.00366833905712,0.217919570357,-0.016239874819,0.999932066148,-0.00957333400238,-0.00664938826106,0.0
15,-0.0126467146377,0.534336353378,-0.0184837144434,0.999949860833,-0.00603155193467,-0.00799350995174,0.0
17,0.544696016299,-0.190658187559,0.0289254058679,0.522114485597,-0.702987695017,0.482912791904,0.0
18,-0.345931710673,0.111331427969,0.0336484007086,0.840077831777,0.41454216953,-0.34989144922,0.0
19,-0.58999125757,-0.12829143893,0.0653456842138,0.483538520074,0.703365958864,-0.521024785894,0.0
16,0.31968128833,0.0874079531637,0.00360909495422,0.869669539877,-0.394418503294,0.296831493728,0.0
14,-0.00374798029066,0.21839713486,-0.0168244780508,0.999942682597,-0.00923653347256,-0.00541460704501,0.0
13,0.00506886571489,-0.217489576372,0.0194908158127,0.999790973586,0.00477479125528,-0.019879902045,0.0
15,-0.0126747466101,0.533759183357,-0.018087353043,0.999951651185,-0.00451869155957,-0.00873365443065,0.0
17,0.545311143775,-0.188967775383,0.0273443987899,0.519917217498,-0.702030644443,0.486661135917,0.0
19,-0.589130141099,-0.129705976747,0.0661043814692,0.486249137032,0.705834240568,-0.515130858692,0.0
