DK2
DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

DK2,x,y,t,xo,yo,to:-5.209722,-336.293671,-0.033988,154.038101,-121.376038,5.185284

