ID,x,y,z(position),x,y,z,w(orientation)
17,0.543887492574,-0.173105796412,0.0133809115574,0.506844536654,-0.762756958259,0.401634707528,0.0
13,-0.00014545543979,-0.202691442633,-0.0014574930034,0.999747579926,0.00564273040358,0.0217470923347,0.0
19,-0.597272704387,-0.0887148669985,0.00356703128528,0.505294342469,0.777305651651,-0.374798014109,0.0
16,0.317464358259,0.0898811911503,0.00957800048134,0.8636421691,-0.435891538747,0.253220793381,0.0
18,-0.340413419779,0.131102294565,0.00919433960399,0.856649142132,0.466178981201,-0.220973764894,0.0
14,0.00110989908845,0.210646362284,-0.0134102076265,0.999944175904,-0.00341047889001,0.0100006854543,0.0
15,-0.000536055702543,0.521936901691,-0.0103960539124,0.999292097996,0.00574114982992,0.0371798612307,0.0
19,-0.59734715004,-0.0886304026129,0.00336096180658,0.505552298756,0.777705352014,-0.373619135846,0.0
17,0.543660507258,-0.173202939998,0.0138714711608,0.508225260923,-0.763505532126,0.398454999432,0.0
13,-0.000162576258071,-0.203143679313,0.000325483454188,0.999767243724,0.005497871192,0.0208622096014,0.0
16,0.317296972442,0.0894147294781,0.0105545950541,0.863046701581,-0.437238922642,0.252927885802,0.0
18,-0.34060855711,0.131800450579,0.00792148636172,0.856906226135,0.465472463198,-0.221465811391,0.0
14,0.00120991541817,0.210469209769,-0.0131372548803,0.999937379943,-0.00332597604045,0.0106852269935,0.0
15,-0.00067834549363,0.517298847486,-0.00520229696286,0.999345299061,0.00885432812315,0.0350795398703,0.0
19,-0.596750918538,-0.0889344885033,0.00413945311531,0.507158104833,0.77763434726,-0.3715850894,0.0
16,0.317504095364,0.0897667452971,0.0102591954692,0.864458867157,-0.434936545928,0.252073536909,0.0
17,0.543905885285,-0.173175192439,0.0142196771293,0.507494840666,-0.763143337541,0.400076534009,0.0
13,-5.83695618659e-05,-0.203544476638,0.00183853183845,0.999850238529,0.00402237509059,0.0168321422322,0.0
18,-0.340752349946,0.131539796526,0.00780137020123,0.856474268945,0.465995463442,-0.222036156261,0.0
14,0.00110180994002,0.208996155307,-0.0109917918209,0.999962027155,-0.00149660842654,0.00858512729512,0.0
15,-0.000915362226722,0.517834801918,-0.00643788732903,0.999382971085,0.00824897734015,0.0341413455795,0.0
17,0.543656078729,-0.173175119788,0.0156086053,0.506798067037,-0.763965326725,0.39939040901,0.0
16,0.317372122187,0.0898811384142,0.0101481033633,0.864486037551,-0.435310698487,0.25133341732,0.0
19,-0.597366178079,-0.0891701420228,0.00365229577351,0.505781669848,0.778824752015,-0.370967529705,0.0
13,-0.000159608113258,-0.203478055098,0.00168038860284,0.999737295756,0.0061923638767,0.0220679428994,0.0
18,-0.340668701113,0.131141716112,0.00859058735512,0.856960277731,0.465374321226,-0.221462916838,0.0
14,0.00105118552394,0.208736111672,-0.0105546534705,0.999974785197,-0.00245623033823,0.00666302503145,0.0
15,-0.00105118337282,0.516682614809,-0.00513553378663,0.999462247812,0.00814164503184,0.0317636398111,0.0
19,-0.596814462658,-0.0895909213633,0.00493060667925,0.505395356959,0.778985544301,-0.371156375311,0.0
16,0.317102552981,0.0893395184852,0.0114276890546,0.864462612283,-0.435391326126,0.251274322403,0.0
13,-0.000217132067235,-0.202856229743,-0.000855999508325,0.999702635526,0.00516780015701,0.0238313735201,0.0
17,0.544108903477,-0.172968402995,0.0139674718333,0.507293040881,-0.76218829275,0.402147705536,0.0
18,-0.340711704933,0.131412081989,0.00833458923264,0.856981998279,0.465385617052,-0.221355103999,0.0
14,0.00110525355025,0.209551623763,-0.0118478939375,0.999970333587,-0.00307209943898,0.00706357922165,0.0
15,-0.000753923799493,0.519843867737,-0.00858732832806,0.999269303314,0.007800193175,0.0374167935744,0.0
19,-0.597405363013,-0.0889770675502,0.00353516410548,0.505494758683,0.778820192605,-0.371367953025,0.0
17,0.544243893197,-0.172895425944,0.0137563472732,0.506951798446,-0.761993910063,0.402945598163,0.0
13,-0.000129433106992,-0.202766113968,-0.00134828822851,0.999840369773,0.00292606898673,0.0176259210234,0.0
16,0.317939119766,0.0908888550338,0.00802756660143,0.864575862041,-0.433732925934,0.253740670245,0.0
18,-0.340555884886,0.131255086151,0.00868382135159,0.856654262468,0.466073416439,-0.221176502109,0.0
14,0.00120823395875,0.210193196515,-0.0127537828862,0.999954173537,-0.00305486761748,0.00907296036235,0.0
15,-0.000821854810035,0.517705213332,-0.00568625081944,0.999291948746,0.00900623805402,0.0365306562715,0.0
19,-0.596841017496,-0.0892866880595,0.00451316163888,0.506220338359,0.779110971017,-0.369766228681,0.0
14,0.00114983968733,0.209159533852,-0.0110590070321,0.999975956298,-0.00363176679742,0.0059073763498,0.0
17,0.543771341067,-0.173272096437,0.0147288919603,0.506641249531,-0.763350719571,0.400762177861,0.0
13,-4.31451599968e-05,-0.203408751243,0.00121865358503,0.999747911984,0.00514275360653,0.0218555386411,0.0
16,0.317115675647,0.0891563256117,0.0109514082105,0.864453357482,-0.437871446687,0.246959488409,0.0
18,-0.340923952327,0.13176027598,0.00801869975717,0.856625044036,0.465703562628,-0.222066939653,0.0
15,-0.00100419236841,0.517624238289,-0.00555446418903,0.999404435976,0.00846026445098,0.0334544059343,0.0
17,0.544057755903,-0.17294906064,0.0133571701498,0.507761541012,-0.763183936087,0.399660477366,0.0
