b,21,0.00340998900697,0.325273636912,0.127298564899
a,21,0.0240499782594,0.293684292665,0.143952611488
b,21,0.00898198162704,0.249478375215,0.214321022219
a,21,0.041132219343,0.224282070153,0.217564284339
b,21,0.00345358268635,0.345863790788,0.106609021573
a,21,0.0212908317432,0.31250548233,0.126703034902
b,21,0.00320225679973,0.333848787481,0.119696636151
a,21,0.022834764816,0.301515815113,0.137692806967
b,21,0.00318834572782,0.335612228236,0.117677900786
a,21,0.0225465601058,0.303129832873,0.135988732919
b,21,0.00310643039677,0.335673655107,0.117936045813
a,21,0.0225073407129,0.30318386337,0.136228311129
b,21,0.00316427474456,0.335306270643,0.118147910236
a,21,0.0225889262568,0.302848983608,0.136393469736
b,21,0.00317714493703,0.335267778326,0.118232227759
a,21,0.0226127557841,0.302813360426,0.136467912052
b,21,0.00292181289982,0.335232334481,0.116240802799
a,21,0.0220878987164,0.302798650318,0.134632226179
b,21,0.00309353613167,0.336289276849,0.116955789173
a,21,0.022359708769,0.303749578862,0.135380599418
b,21,0.00285993867741,0.337011646702,0.114200833126
a,21,0.0217518593862,0.304427482231,0.132908706762
b,21,0.00309239133445,0.335881398808,0.117655617959
a,21,0.0224556678781,0.303374414645,0.135988159505
b,21,0.00312982841498,0.336082209969,0.117317547827
a,21,0.0224438855289,0.30355886507,0.135695977935
b,21,0.00303490403921,0.336837690306,0.116581109602
a,21,0.0222555040687,0.304249787933,0.135081250635
b,21,0.00313713957176,0.335510693343,0.118051518252
a,21,0.022551341294,0.303035119352,0.136321415462
b,21,0.00314832984564,0.336681542282,0.116736750286
a,21,0.0223827831556,0.304106440015,0.135213995422
b,21,0.00291676449092,0.337613713926,0.115502041627
a,21,0.0219964343319,0.3049622039,0.134153473961
b,21,0.00303260338505,0.336816381649,0.116636797167
a,21,0.0222611602047,0.304230046982,0.13513046629
b,21,0.00305343906416,0.337294600883,0.116094456071
a,21,0.0222067819305,0.304667568594,0.134673699417
b,21,0.00299844302328,0.337684594585,0.115646641678
a,21,0.0220942250861,0.305024812933,0.134294178361
b,21,0.00304493120394,0.336958801837,0.11645178129
a,21,0.0222473312836,0.304360502015,0.134973056125
b,21,0.00311412426982,0.3355838274,0.118057274504
a,21,0.0225312003291,0.303101460911,0.136332170838
b,21,0.00308034485018,0.337453818951,0.116019806744
a,21,0.0222225604994,0.304812276101,0.134619273917
b,21,0.00312254830758,0.336099290883,0.117395172472
a,21,0.022448331531,0.303573757166,0.135768374328
b,21,0.00306990067483,0.337225961407,0.116147174337
a,21,0.0222292030081,0.304604865456,0.134716752502
b,21,0.00302363167422,0.337013278815,0.116337351804
a,21,0.0222114198715,0.304410895962,0.134872111276
b,21,0.00281237232691,0.337231474575,0.114206666211
a,21,0.0217099168473,0.304626866436,0.132931106652
b,21,0.00302127041635,0.337463361381,0.115879116022
a,21,0.0221471463068,0.304822376797,0.134489477604
b,21,0.00300321607822,0.338702294274,0.114561918595
a,21,0.0219513993592,0.3059555635,0.133384717614
b,21,0.0031051492714,0.336580893341,0.11691800188
a,21,0.0223675142071,0.3040140306,0.135370602645
b,21,0.00304789143262,0.337829428779,0.115543594264
a,21,0.0221269291025,0.305156592551,0.134213128079
b,21,0.00305678377137,0.336057900818,0.117283346497
a,21,0.0223703796148,0.303537516586,0.135660610743
b,21,0.00323790548237,0.3338375986,0.119928139068
a,21,0.0229012438749,0.301503621825,0.137905089711
b,21,0.0031821070286,0.330097754785,0.124026797104
a,21,0.0234063980346,0.298082605004,0.141349297565
